,order_date,total_sale_sum
89,2020-10-30,3816357800.0
90,2020-10-31,4343797500.0
91,2020-11-01,4099690200.0
92,2020-11-02,6062875100.0
93,2020-11-03,5214353300.0
94,2020-11-04,5089619700.0
95,2020-11-05,4826174100.0
96,2020-11-06,4202696900.0
97,2020-11-07,4349241200.0
98,2020-11-08,4834439700.0
99,2020-11-09,4689620600.0
100,2020-11-10,5380835700.0
101,2020-11-11,5252574100.0
102,2020-11-12,5718072600.0
103,2020-11-13,4477444500.0
104,2020-11-14,3510428100.0
105,2020-11-15,4144052900.0
106,2020-11-16,4739102500.0
107,2020-11-17,5221183800.0
108,2020-11-18,4441174500.0
109,2020-11-19,5344095000.0
110,2020-11-20,5130050700.0
111,2020-11-21,4382888300.0
112,2020-11-22,4533826100.0
113,2020-11-23,5388517800.0
114,2020-11-24,5162145300.0
115,2020-11-25,4614017200.0
116,2020-11-26,5682512600.0
117,2020-11-27,5133635300.0
118,2020-11-28,4992230300.0
119,2020-11-29,4566707800.0
120,2020-11-30,4008611300.0
121,2020-12-01,4906839300.0
122,2020-12-02,5496179900.0
123,2020-12-03,5396024900.0
124,2020-12-04,5222320000.0
125,2020-12-05,3805158000.0
126,2020-12-06,4384838200.0
127,2020-12-07,4927465700.0
128,2020-12-08,5341335500.0
129,2020-12-09,5564344600.0
130,2020-12-10,5847212800.0
131,2020-12-11,3968779700.0
132,2020-12-12,4736803900.0
133,2020-12-13,4415474700.0
134,2020-12-14,4941674500.0
135,2020-12-15,5455076300.0
136,2020-12-16,4288618500.0
137,2020-12-17,5428273000.0
138,2020-12-18,4445352100.0
139,2020-12-19,3883267900.0
140,2020-12-20,5177284100.0
141,2020-12-21,5026631700.0
142,2020-12-22,5538231200.0
143,2020-12-23,5012375200.0
144,2020-12-24,5697860300.0
145,2020-12-25,4867254000.0
146,2020-12-26,4668843000.0
147,2020-12-27,4209999200.0
148,2020-12-28,5721721700.0
149,2020-12-29,5567807000.0
150,2020-12-30,4878821600.0
151,2020-12-31,5042728000.0
152,2021-01-01,4963717400.0
153,2021-01-02,4590954200.0
154,2021-01-03,4511490700.0
155,2021-01-04,4322829300.0
156,2021-01-05,5396799400.0
157,2021-01-06,5507379900.0
158,2021-01-07,5585078500.0
159,2021-01-08,3580091600.0
160,2021-01-09,5059089300.0
161,2021-01-10,4668516500.0
162,2021-01-11,5263196400.0
163,2021-01-12,5381663300.0
164,2021-01-13,5399797900.0
165,2021-01-14,6161935400.0
166,2021-01-15,5098193300.0
167,2021-01-16,4841210900.0
168,2021-01-17,4194865800.0
169,2021-01-18,5325791800.0
170,2021-01-19,4972851500.0
171,2021-01-20,5192992500.0
172,2021-01-21,5493901800.0
173,2021-01-22,5508604000.0
174,2021-01-23,5362787500.0
175,2021-01-24,4959543800.0
176,2021-01-25,5172401300.0
177,2021-01-26,5788641600.0
178,2021-01-27,5321062600.0
179,2021-01-28,6052746300.0
180,2021-01-29,4143587700.0
181,2021-01-30,4685322100.0
182,2021-02-01,4915423700.0
183,2021-02-02,5135082100.0
184,2021-02-03,5159199400.0
185,2021-02-04,5496528300.0
186,2021-02-05,5151807300.0
187,2021-02-06,4422756900.0
188,2021-02-07,4178169800.0
189,2021-02-08,4462718000.0
190,2021-02-09,5437458600.0
191,2021-02-10,5437458600.0
192,2021-02-11,5716582000.0
193,2021-02-12,5659400400.0
194,2021-02-13,4459960700.0
195,2021-02-14,5011950100.0
196,2021-02-15,4413745100.0
197,2021-02-16,5134752700.0
198,2021-02-17,4649099100.0
199,2021-02-18,4649099100.0
200,2021-02-19,5610577500.0
201,2021-02-20,5399260900.0
202,2021-02-21,4570608200.0
203,2021-02-22,3945803000.0
204,2021-02-23,4564285100.0
205,2021-02-24,4465710700.0
206,2021-02-25,5333742300.0
207,2021-02-26,4846467300.0
208,2021-02-27,4791821500.0
209,2021-02-28,4791821500.0
210,2021-03-01,5430821800.0
211,2021-03-02,6151694700.0
212,2021-03-03,4556163200.0
213,2021-03-04,4200210700.0
214,2021-03-05,4982199400.0
215,2021-03-06,4244559900.0
216,2021-03-07,5760079200.0
217,2021-03-08,5655751300.0
218,2021-03-09,5065232700.0
219,2021-03-10,4380680100.0
220,2021-03-11,3881806200.0
221,2021-03-12,3922374900.0
222,2021-03-13,5044536400.0
223,2021-03-14,5048054900.0
224,2021-03-15,4916786100.0
225,2021-03-16,5310097200.0
226,2021-03-17,4548371300.0
227,2021-03-18,4955139100.0
228,2021-03-19,3675398500.0
229,2021-03-20,4788032000.0
230,2021-03-21,5953644300.0
231,2021-03-22,6176375200.0
232,2021-03-23,5709993900.0
233,2021-03-24,3887520600.0
234,2021-03-25,4911280000.0
235,2021-03-26,4703646200.0
236,2021-03-27,5676896200.0
237,2021-03-28,5301939700.0
238,2021-03-29,4996847200.0
239,2021-03-30,5188342300.0
240,2021-03-31,3700181700.0
241,2021-04-01,4936084600.0
242,2021-04-02,4933029600.0
243,2021-04-03,4889836800.0
244,2021-04-04,5317356300.0
245,2021-04-05,5199615200.0
246,2021-04-06,4711390600.0
247,2021-04-07,4919015600.0
248,2021-04-08,4749693100.0
249,2021-04-09,4922133700.0
250,2021-04-10,5242829100.0
251,2021-04-11,5115509100.0
252,2021-04-12,6058822300.0
253,2021-04-13,5895418400.0
254,2021-04-14,4406551400.0
255,2021-04-15,4407175700.0
256,2021-04-16,4661447400.0
257,2021-04-17,4593401100.0
258,2021-04-18,5151829200.0
259,2021-04-19,5354867700.0
260,2021-04-20,5392455500.0
261,2021-04-21,4402294000.0
262,2021-04-22,5006792000.0
263,2021-04-23,4595126100.0
264,2021-04-24,4528002000.0
265,2021-04-25,5988604300.0
266,2021-04-26,4780715000.0
267,2021-04-27,5924238300.0
268,2021-04-28,4871793000.0
269,2021-04-29,5151798300.0
270,2021-04-30,4531547800.0
271,2021-05-01,5449852200.0
272,2021-05-02,5284180600.0
273,2021-05-03,5240858800.0
274,2021-05-04,5735034500.0
275,2021-05-05,5341006600.0
276,2021-05-06,4772964900.0
277,2021-05-07,4078995800.0
278,2021-05-08,4834896600.0
279,2021-05-09,4823994700.0
280,2021-05-10,4685648100.0
281,2021-05-11,4680016300.0
282,2021-05-12,4514334200.0
283,2021-05-13,5138846800.0
284,2021-05-14,4584329400.0
285,2021-05-15,5185331900.0
286,2021-05-16,4898581800.0
287,2021-05-17,5004978300.0
288,2021-05-18,5062332300.0
289,2021-05-19,4701780200.0
290,2021-05-20,4766028100.0
291,2021-05-21,4781157600.0
292,2021-05-22,4305102900.0
293,2021-05-23,4917826400.0
294,2021-05-24,5034650800.0
295,2021-05-25,5251099300.0
296,2021-05-26,5512406900.0
297,2021-05-27,4512349700.0
298,2021-05-28,4659568500.0
299,2021-05-29,5088728600.0
300,2021-05-30,5221546700.0
301,2021-05-31,4621933900.0
302,2021-06-01,5748574500.0
303,2021-06-02,4960561500.0
304,2021-06-03,4287559100.0
305,2021-06-04,4109009100.0
306,2021-06-05,5197804600.0
307,2021-06-06,5592004500.0
308,2021-06-07,5093958000.0
309,2021-06-08,4856603300.0
310,2021-06-09,4455910300.0
311,2021-06-10,4300210300.0
312,2021-06-11,4974240500.0
313,2021-06-12,5183812600.0
314,2021-06-13,4794606900.0
315,2021-06-14,5981941300.0
316,2021-06-15,5897835300.0
317,2021-06-16,4904949000.0
318,2021-06-17,4508787200.0
319,2021-06-18,4770965200.0
320,2021-06-19,4528106600.0
321,2021-06-20,5307818600.0
322,2021-06-21,5590431800.0
323,2021-06-22,5523494600.0
324,2021-06-23,5120211300.0
325,2021-06-24,5334107700.0
326,2021-06-25,5114867200.0
327,2021-06-26,4834170400.0
328,2021-06-27,5274505700.0
329,2021-06-28,5046598400.0
330,2021-06-29,4645449600.0
331,2021-06-30,4740372900.0
332,2021-07-01,5398343500.0
333,2021-07-02,4289793200.0
334,2021-07-03,4788434800.0
335,2021-07-04,4811455900.0
336,2021-07-05,5018252800.0
337,2021-07-06,6294280100.0
338,2021-07-07,4582311300.0
339,2021-07-08,5096932400.0
340,2021-07-09,3891948400.0
341,2021-07-10,4578658500.0
342,2021-07-11,6330230000.0
343,2021-07-12,5173515500.0
344,2021-07-13,5019186900.0
345,2021-07-14,4201945400.0
346,2021-07-15,4748229300.0
347,2021-07-16,5025818500.0
348,2021-07-17,4710378500.0
349,2021-07-18,5639535900.0
350,2021-07-19,5681444700.0
351,2021-07-20,5571881400.0
352,2021-07-21,4426235000.0
353,2021-07-22,5139352300.0
354,2021-07-23,4587598300.0
355,2021-07-24,4858358800.0
356,2021-07-25,5917507000.0
357,2021-07-26,5089678100.0
358,2021-07-27,4413030400.0
359,2021-07-28,4938364500.0
360,2021-07-29,4657155600.0
361,2021-07-30,4996507000.0
362,2021-07-31,6118944600.0
363,2021-08-01,3152215800.0
364,2021-08-02,4190643500.0
365,2021-08-03,2895039000.0
366,2021-08-04,2252760500.0
367,2021-08-05,2330000900.0
368,2021-08-06,2039919000.0
369,2021-08-07,2869790300.0
370,2021-08-08,3122560300.0
371,2021-08-09,4255289800.0
372,2021-08-10,3425099700.0
373,2021-08-11,1582166600.0
374,2021-08-12,2753429000.0
375,2021-08-13,2006180500.0
376,2021-08-14,2800519300.0
377,2021-08-15,3601955000.0
378,2021-08-16,3678732200.0
379,2021-08-17,3858770600.0
380,2021-08-18,2053016500.0
381,2021-08-19,2199623300.0
382,2021-08-20,2058843800.0
383,2021-08-21,2188854300.0
384,2021-08-22,4191886900.0
385,2021-08-23,3507759500.0
386,2021-08-24,3640346900.0
387,2021-08-25,2526517400.0
388,2021-08-26,2158406300.0
389,2021-08-27,2561844600.0
390,2021-08-28,3151499600.0
391,2021-08-29,3272074200.0
392,2021-08-30,2995573300.0
393,2021-08-31,3808690700.0
394,2021-09-01,3252446600.0
395,2021-09-02,4086979800.0
396,2021-09-03,4506560400.0
397,2021-09-04,5302075800.0
398,2021-09-05,5220972000.0
399,2021-09-06,4724997900.0
400,2021-09-07,5344621700.0
401,2021-09-08,3006385500.0
402,2021-09-09,4223312300.0
403,2021-09-10,4346508100.0
404,2021-09-11,4688197300.0
405,2021-09-12,5185164300.0
406,2021-09-13,4983794300.0
407,2021-09-14,4749380800.0
408,2021-09-15,3983831200.0
409,2021-09-16,5180463300.0
410,2021-09-17,4464429700.0
411,2021-09-18,5362794900.0
412,2021-09-19,4811605000.0
413,2021-09-20,5569720000.0
414,2021-09-21,4749657400.0
415,2021-09-22,4022867900.0
416,2021-09-23,4421052400.0
417,2021-09-24,4988393900.0
418,2021-09-25,4664356600.0
419,2021-09-26,5354072100.0
420,2021-09-27,5490068600.0
421,2021-09-28,4725532100.0
422,2021-10-01,3431990300.0
423,2021-10-02,4434013700.0
424,2021-10-03,4691264200.0
425,2021-10-04,6118422200.0
426,2021-10-05,5117811800.0
427,2021-10-06,5816603700.0
428,2021-10-07,5686526900.0
429,2021-10-08,4450644300.0
430,2021-10-09,4257761400.0
431,2021-10-10,4558828900.0
432,2021-10-11,4563996600.0
433,2021-10-12,5701398300.0
434,2021-10-13,5409644200.0
435,2021-10-14,5327020600.0
436,2021-10-15,3667106800.0
437,2021-10-16,4026299500.0
438,2021-10-17,4718968700.0
439,2021-10-18,5121232700.0
440,2021-10-19,4955557000.0
441,2021-10-20,6198002600.0
442,2021-10-21,4189570800.0
443,2021-10-22,4623479200.0
444,2021-10-23,4204687900.0
445,2021-10-24,4710373500.0
446,2021-10-25,4364696500.0
447,2021-10-26,5121608600.0
448,2021-10-27,4847021000.0
449,2021-10-28,5511426600.0
450,2021-10-29,3891342200.0
451,2021-10-30,4430781300.0
452,2021-10-31,4165639200.0
453,2021-11-01,4318081600.0
454,2021-11-02,5043435900.0
455,2021-11-03,5848663900.0
456,2021-11-04,5630504900.0
457,2021-11-05,3591811400.0
458,2021-11-06,4522392500.0
459,2021-11-07,4321149200.0
460,2021-11-08,4285243300.0
461,2021-11-09,4402959300.0
462,2021-11-10,5437328400.0
463,2021-11-11,4923494600.0
464,2021-11-12,4030193800.0
465,2021-11-13,4601469400.0
466,2021-11-14,4129101800.0
467,2021-11-15,4894891600.0
468,2021-11-16,4941016500.0
469,2021-11-17,5242228500.0
470,2021-11-18,5795465200.0
471,2021-11-19,3691541600.0
472,2021-11-20,4538123000.0
473,2021-11-21,4826803000.0
474,2021-11-22,4402887400.0
475,2021-11-23,4142953300.0
476,2021-11-24,4422825400.0
477,2021-11-25,5351776000.0
478,2021-11-26,4286197200.0
479,2021-11-27,5095166900.0
480,2021-11-28,5142222100.0
481,2021-11-29,4304030300.0
482,2021-11-30,5550241700.0
483,2021-12-01,5370835500.0
484,2021-12-02,5243910900.0
485,2021-12-03,4828226000.0
486,2021-12-04,3962555700.0
487,2021-12-05,4894594500.0
488,2021-12-06,4229478300.0
489,2021-12-07,5172937700.0
490,2021-12-08,5050031300.0
491,2021-12-09,5387559500.0
492,2021-12-10,4208253900.0
493,2021-12-11,5316511700.0
494,2021-12-12,5051949500.0
495,2021-12-13,4752208500.0
496,2021-12-14,5590490200.0
497,2021-12-15,6246963100.0
498,2021-12-16,5367483100.0
499,2021-12-17,4537953000.0
500,2021-12-18,4557684600.0
501,2021-12-19,3975414400.0
502,2021-12-20,4924532100.0
503,2021-12-21,5236291900.0
504,2021-12-22,5872971200.0
505,2021-12-23,4369485700.0
506,2021-12-24,3957161000.0
507,2021-12-25,3967893500.0
508,2021-12-26,4693310000.0
509,2021-12-27,5927929900.0
510,2021-12-28,5106767800.0
511,2021-12-29,5564725300.0
512,2021-12-30,4471435500.0
513,2021-12-31,3979453700.0
514,2022-01-01,4586271200.0
515,2022-01-02,4165329700.0
516,2022-01-03,4321926400.0
517,2022-01-04,5667856700.0
518,2022-01-05,5667856700.0
519,2022-01-06,5155654800.0
520,2022-01-07,5223637600.0
521,2022-01-08,5826102200.0
522,2022-01-09,4357966700.0
523,2022-01-10,4691840100.0
524,2022-01-11,4382508000.0
525,2022-01-12,5178111300.0
526,2022-01-13,6052267300.0
527,2022-01-14,4773652800.0
528,2022-01-15,4680528100.0
529,2022-01-16,5647496700.0
530,2022-01-17,4568474700.0
531,2022-01-18,5775430200.0
532,2022-01-19,5100371400.0
533,2022-01-20,4235252500.0
534,2022-01-21,4994742600.0
535,2022-01-22,4609771900.0
536,2022-01-23,4878036400.0
537,2022-01-24,5283388900.0
538,2022-01-25,5531308500.0
539,2022-01-26,5879062700.0
540,2022-01-27,5523605500.0
541,2022-01-28,4438630700.0
542,2022-01-29,5125924100.0
543,2022-01-30,4294924900.0
544,2022-02-01,5242529300.0
545,2022-02-02,5056718100.0
546,2022-02-03,5537320800.0
547,2022-02-04,5038762800.0
548,2022-02-05,5165064900.0
549,2022-02-06,4583713400.0
550,2022-02-07,5153255400.0
551,2022-02-08,4934391300.0
552,2022-02-09,5325073100.0
553,2022-02-10,5224982800.0
554,2022-02-11,5733371900.0
555,2022-02-12,4325480600.0
556,2022-02-13,4686298700.0
557,2022-02-14,5596879400.0
558,2022-02-15,5315768400.0
559,2022-02-16,5427720900.0
560,2022-02-17,5501530400.0
561,2022-02-18,5319474000.0
562,2022-02-19,4051302100.0
563,2022-02-20,4812422500.0
564,2022-02-21,4407011100.0
565,2022-02-22,4717794900.0
566,2022-02-23,5213747400.0
567,2022-02-24,5341714900.0
568,2022-02-25,5589585200.0
569,2022-02-26,4148391200.0
570,2022-02-27,4597594700.0
571,2022-02-28,4597594700.0
572,2022-03-01,5945854300.0
573,2022-03-02,4060852400.0
574,2022-03-03,5274349900.0
575,2022-03-04,4593320500.0
576,2022-03-05,4613677500.0
577,2022-03-06,5432816900.0
578,2022-03-07,5106151100.0
579,2022-03-08,5291297500.0
580,2022-03-09,3729766200.0
581,2022-03-10,4970515100.0
582,2022-03-11,4423506900.0
583,2022-03-12,4811769600.0
584,2022-03-13,6255940700.0
585,2022-03-14,5698122600.0
586,2022-03-15,5383912000.0
587,2022-03-16,5239866500.0
588,2022-03-17,5712170600.0
589,2022-03-18,4307914900.0
590,2022-03-19,5617063100.0
591,2022-03-20,5440524300.0
592,2022-03-21,4349283100.0
593,2022-03-22,5000785900.0
594,2022-03-23,4619663800.0
595,2022-03-24,4746725000.0
596,2022-03-25,4360230300.0
597,2022-03-26,4949905100.0
598,2022-03-27,5163711800.0
599,2022-03-28,4789021000.0
600,2022-03-29,5863444400.0
601,2022-03-30,4463161100.0
602,2022-03-31,4828254300.0
603,2022-04-01,4559810800.0
604,2022-04-02,4647181200.0
605,2022-04-03,5860994500.0
606,2022-04-04,4834670200.0
607,2022-04-05,5302625300.0
608,2022-04-06,3992813300.0
609,2022-04-07,4974071400.0
610,2022-04-08,4564048200.0
611,2022-04-09,4833439500.0
612,2022-04-10,5170981400.0
613,2022-04-11,6133431800.0
614,2022-04-12,5444469800.0
615,2022-04-13,4698776600.0
616,2022-04-14,4472963900.0
617,2022-04-15,4531613000.0
618,2022-04-16,4268872300.0
619,2022-04-17,5289720100.0
620,2022-04-18,5272620200.0
621,2022-04-19,4662017000.0
622,2022-04-20,4688835500.0
623,2022-04-21,5259349900.0
624,2022-04-22,4992883300.0
625,2022-04-23,4668404900.0
626,2022-04-24,6047065700.0
627,2022-04-25,5122296100.0
628,2022-04-26,6156006500.0
629,2022-04-27,4627453700.0
630,2022-04-28,5185356500.0
631,2022-04-29,4347821100.0
632,2022-04-30,4786610000.0
633,2022-05-01,5751246600.0
634,2022-05-02,6203414300.0
635,2022-05-03,5194132700.0
636,2022-05-04,4515238600.0
637,2022-05-05,4172498300.0
638,2022-05-06,5115410900.0
639,2022-05-07,4697640200.0
640,2022-05-08,5346026700.0
641,2022-05-09,4995166300.0
642,2022-05-10,4431178300.0
643,2022-05-11,4514474900.0
644,2022-05-12,3752697200.0
645,2022-05-13,4297001300.0
646,2022-05-14,5304997700.0
647,2022-05-15,5984916600.0
648,2022-05-16,5705794400.0
649,2022-05-17,5461063000.0
650,2022-05-18,4094106200.0
651,2022-05-19,4503958200.0
652,2022-05-20,4365734600.0
653,2022-05-21,4746450800.0
654,2022-05-22,5205185800.0
655,2022-05-23,5348953900.0
656,2022-05-24,5141150800.0
657,2022-05-25,3833768600.0
658,2022-05-26,5299637400.0
659,2022-05-27,5038155700.0
660,2022-05-28,5079807600.0
661,2022-05-29,5425900500.0
662,2022-05-30,5194586500.0
663,2022-05-31,5589126500.0
664,2022-06-01,4195271500.0
665,2022-06-02,6329849300.0
666,2022-06-03,5453991800.0
667,2022-06-04,4477248400.0
668,2022-06-05,5392821000.0
669,2022-06-06,5495713600.0
670,2022-06-07,5164363200.0
671,2022-06-08,5280994500.0
672,2022-06-09,5195572700.0
673,2022-06-10,4661866500.0
674,2022-06-11,4806914700.0
675,2022-06-12,5879793300.0
676,2022-06-13,5879793300.0
677,2022-06-14,4765449500.0
678,2022-06-15,5530630100.0
679,2022-06-16,5316887300.0
680,2022-06-17,4516897500.0
681,2022-06-18,5384530900.0
682,2022-06-19,4282264700.0
683,2022-06-20,4856806000.0
684,2022-06-21,5451015500.0
685,2022-06-22,3374314500.0
686,2022-06-23,4771778700.0
687,2022-06-24,4596731100.0
688,2022-06-25,5237862600.0
689,2022-06-26,5530372100.0
690,2022-06-27,4552290400.0
691,2022-06-28,4958034600.0
692,2022-06-29,4963514600.0
693,2022-06-30,4426170600.0
694,2022-07-01,4634186300.0
695,2022-07-02,5946683900.0
696,2022-07-03,4963285700.0
697,2022-07-04,4715740900.0
698,2022-07-05,4797610000.0
699,2022-07-06,4881687000.0
700,2022-07-07,5069277900.0
701,2022-07-08,4650282900.0
702,2022-07-09,5074584700.0
703,2022-07-10,5326288700.0
704,2022-07-11,5039928100.0
705,2022-07-12,5659808900.0
706,2022-07-13,5270898000.0
707,2022-07-14,5044832300.0
708,2022-07-15,4660078000.0
709,2022-07-16,5216999700.0
710,2022-07-17,4996772700.0
711,2022-07-18,5103543200.0
712,2022-07-19,5389088900.0
713,2022-07-20,4203542800.0
714,2022-07-21,4468833700.0
715,2022-07-22,4725917800.0
716,2022-07-23,5484066900.0
717,2022-07-24,5614411300.0
718,2022-07-25,5113352500.0
719,2022-07-26,5634054900.0
720,2022-07-27,4480956600.0
721,2022-07-28,4588638500.0
722,2022-07-29,4956908200.0
723,2022-07-30,5083787800.0
724,2022-07-31,5339583100.0
725,2022-08-01,3610575700.0
726,2022-08-02,4043427000.0
727,2022-08-03,2725218700.0
728,2022-08-04,2321395100.0
729,2022-08-05,2218811300.0
730,2022-08-06,2927026000.0
731,2022-08-07,3527323300.0
732,2022-08-08,3111836200.0
733,2022-08-09,3628455800.0
734,2022-08-10,2186981000.0
735,2022-08-11,2568942200.0
736,2022-08-12,2468526400.0
737,2022-08-13,3055303400.0
738,2022-08-14,4013603900.0
739,2022-08-15,3376856300.0
740,2022-08-16,3248154900.0
741,2022-08-17,2354018800.0
742,2022-08-18,2703970000.0
743,2022-08-19,2448634300.0
744,2022-08-20,3359938600.0
745,2022-08-21,3898245200.0
746,2022-08-22,3239909500.0
747,2022-08-23,4703103100.0
748,2022-08-24,1886843800.0
749,2022-08-25,2645670400.0
750,2022-08-26,2233220800.0
751,2022-08-27,2819638000.0
752,2022-08-28,3402026500.0
753,2022-08-29,4375576600.0
754,2022-08-30,3179268900.0
755,2022-08-31,1686879100.0
756,2022-09-01,5175093600.0
757,2022-09-02,4290591500.0
758,2022-09-03,5157794500.0
759,2022-09-04,5483992600.0
760,2022-09-05,6098860000.0
761,2022-09-06,5472516300.0
762,2022-09-07,4226664900.0
763,2022-09-08,4853919700.0
764,2022-09-09,4970668800.0
765,2022-09-10,4709164800.0
766,2022-09-11,5342573000.0
767,2022-09-12,5342573000.0
768,2022-09-13,5863615100.0
769,2022-09-14,3571007800.0
770,2022-09-15,4995797700.0
771,2022-09-16,4188617200.0
772,2022-09-17,5007836600.0
773,2022-09-18,5333106800.0
774,2022-09-19,5925015200.0
775,2022-09-20,5670014100.0
776,2022-09-21,3499375600.0
777,2022-09-22,4372416600.0
778,2022-09-23,4547034200.0
779,2022-09-24,4982447400.0
780,2022-09-25,5360342800.0
781,2022-09-26,5529394400.0
782,2022-09-27,5316189400.0
783,2022-09-28,3746132000.0
784,2022-10-01,4718315100.0
785,2022-10-02,5121121300.0
786,2022-10-03,5648006700.0
787,2022-10-04,5648006700.0
788,2022-10-05,5780137000.0
789,2022-10-06,5324896000.0
790,2022-10-07,4045721900.0
791,2022-10-08,4235068000.0
792,2022-10-09,5172085400.0
793,2022-10-10,4694349200.0
794,2022-10-11,5896369400.0
795,2022-10-12,5737726400.0
796,2022-10-13,5737726400.0
797,2022-10-14,3655234800.0
798,2022-10-15,4850112900.0
799,2022-10-16,4073074300.0
800,2022-10-17,5501871900.0
801,2022-10-18,5033031700.0
802,2022-10-19,5033031700.0
803,2022-10-20,5033031700.0
804,2022-10-21,3578119800.0
805,2022-10-22,5200891600.0
806,2022-10-23,4260437000.0
807,2022-10-24,5525746600.0
808,2022-10-25,5035765100.0
809,2022-10-26,5035765100.0
810,2022-10-27,5344245300.0
811,2022-10-28,4311620000.0
812,2022-10-29,4692882000.0
813,2022-10-30,3985178100.0
814,2022-10-31,4973514400.0
815,2022-11-01,5483599800.0
816,2022-11-02,5930619900.0
817,2022-11-03,5930619900.0
818,2022-11-04,4702575200.0
819,2022-11-05,4132508900.0
820,2022-11-06,3540539000.0
821,2022-11-07,5718767300.0
822,2022-11-08,5377748800.0
823,2022-11-09,5674118700.0
824,2022-11-10,5674118700.0
825,2022-11-11,4187727000.0
826,2022-11-12,4727310100.0
827,2022-11-13,4833895100.0
828,2022-11-14,4079949300.0
829,2022-11-15,5720295300.0
830,2022-11-16,5506095600.0
831,2022-11-17,5788500200.0
832,2022-11-18,4355060700.0
833,2022-11-19,5123849100.0
834,2022-11-20,4484858400.0
835,2022-11-21,5889225100.0
836,2022-11-22,5294984500.0
837,2022-11-23,5219150400.0
838,2022-11-24,5599746400.0
839,2022-11-25,4035092800.0
840,2022-11-26,4837013500.0
841,2022-11-27,4571091800.0
842,2022-11-28,5094764200.0
843,2022-11-29,5318153100.0
844,2022-11-30,5694061300.0
845,2022-12-01,5694061300.0
846,2022-12-02,4391631700.0
847,2022-12-03,5123406300.0
848,2022-12-04,4953054300.0
849,2022-12-05,4835693300.0
850,2022-12-06,4835693300.0
851,2022-12-07,6038248100.0
852,2022-12-08,5985787600.0
853,2022-12-09,4388419800.0
854,2022-12-10,4508428700.0
855,2022-12-11,4216425500.0
856,2022-12-12,5844255600.0
857,2022-12-13,6050519600.0
858,2022-12-14,5880183300.0
859,2022-12-15,6174455500.0
860,2022-12-16,4197620000.0
861,2022-12-17,4788954000.0
862,2022-12-18,4431716000.0
863,2022-12-19,4265189500.0
864,2022-12-20,4265189500.0
865,2022-12-21,4265189500.0
866,2022-12-22,5760510300.0
867,2022-12-23,5106570600.0
868,2022-12-24,4885628300.0
869,2022-12-25,4205848700.0
870,2022-12-26,4785010600.0
871,2022-12-27,6063279600.0
872,2022-12-28,6106542900.0
